발생 일시,넷앱,보낸 사람/사용자 아이디,보낸 IP/사용자 IP,제목/서브 URL,발생 일시(이벤트),대응 행동,부서 이름,사용자 이름,카테고리,넷앱(상세),제목/서브 URL(상세),보낸 IP/사용자 IP(상세),보낸 포트/사용자 Port,받는 IP/서버 IP,받는 포트/서버 Port,보낸 사람/사용자 아이디(상세),받는 사람/호스트/대화 상대,첨부 파일,파일 개수,패턴 정보,상세 패턴,패턴 개수,탐지 경로,참조,실 수취인/로그인 아이디/숨은 참조,크기(KB),정책 이름,상태,네트워크 에이전트
2025-10-21 09:00:00,ChatGPT,user1@company.com,10.10.1.10,프로젝트 일정 정리해줘,2025-10-21 09:00:00,허용,경영지원팀,홍길동,메신져,ChatGPT,CHATGPT_SEND,10.10.1.10,64000,104.18.32.47,443,user1@company.com,chatgpt:room001,0,,,0,메신저,,user1@company.com,1.17,dlp_personal_info,신규,default(10.168.71.6)
2025-10-21 09:02:00,ChatGPT,user2@company.com,10.10.2.11,회의록 정리해줘,2025-10-21 09:02:00,허용,IT인프라팀,김철수,메신져,ChatGPT,CHATGPT_SEND,10.10.2.11,64001,104.18.32.47,443,user2@company.com,chatgpt:room002,0,,,0,메신저,,user2@company.com,1.21,dlp_personal_info,신규,default(10.168.71.6)
2025-10-21 09:04:00,ChatGPT,user3@company.com,10.10.3.12,내부 서버 구성 알려줘,2025-10-21 09:04:00,허용,마케팅팀,이영희,메신져,ChatGPT,CHATGPT_SEND,10.10.3.12,64002,104.18.32.47,443,user3@company.com,chatgpt:room003,0,,,0,메신저,,user3@company.com,1.28,dlp_personal_info,신규,default(10.168.71.6)
2025-10-21 09:06:00,ChatGPT,user4@company.com,10.10.4.13,서버 네트워크 토폴로지 설명해줘,2025-10-21 09:06:00,허용,영업팀,박민수,메신져,ChatGPT,CHATGPT_SEND,10.10.4.13,64003,104.18.32.47,443,user4@company.com,chatgpt:room004,0,,,0,메신저,,user4@company.com,1.1,dlp_personal_info,신규,default(10.168.71.6)
2025-10-21 09:08:00,ChatGPT,user5@company.com,10.10.5.14,오늘 점심 뭐 먹지?,2025-10-21 09:08:00,허용,인사팀,조현우,메신져,ChatGPT,CHATGPT_SEND,10.10.5.14,64004,104.18.32.47,443,user5@company.com,chatgpt:room005,0,,,0,메신저,,user5@company.com,0.36,dlp_personal_info,신규,default(10.168.71.6)
2025-10-21 09:10:00,ChatGPT,user6@company.com,10.10.6.15,광고 캠페인 아이디어 브레인스토밍 해줘,2025-10-21 09:10:00,허용,기획팀,김지훈,메신져,ChatGPT,CHATGPT_SEND,10.10.6.15,64005,104.18.32.47,443,user6@company.com,chatgpt:room006,0,,,0,메신저,,user6@company.com,0.74,default_policy,신규,default(10.168.71.6)
2025-10-21 09:12:00,ChatGPT,user7@company.com,10.10.7.16,고객 계약서 초안 작성해줘,2025-10-21 09:12:00,허용,데이터팀,최현수,메신져,ChatGPT,CHATGPT_SEND,10.10.7.16,64006,104.18.32.47,443,user7@company.com,chatgpt:room007,0,,,0,메신저,,user7@company.com,0.73,dlp_data_policy,신규,default(10.168.71.6)
2025-10-21 09:14:00,ChatGPT,user8@company.com,10.10.8.17,거래처 단가표 작성해줘,2025-10-21 09:14:00,허용,보안팀,문정호,메신져,ChatGPT,CHATGPT_SEND,10.10.8.17,64007,104.18.32.47,443,user8@company.com,chatgpt:room008,0,,,0,메신저,,user8@company.com,0.97,dlp_data_policy,신규,default(10.168.71.6)
2025-10-21 09:16:00,ChatGPT,user9@company.com,10.10.9.18,직원 개인정보 취급 절차 알려줘,2025-10-21 09:16:00,허용,제품기획팀,장도윤,메신져,ChatGPT,CHATGPT_SEND,10.10.9.18,64008,104.18.32.47,443,user9@company.com,chatgpt:room009,0,,,0,메신저,,user9@company.com,1.02,dlp_data_policy,신규,default(10.168.71.6)
2025-10-21 09:18:00,ChatGPT,user10@company.com,10.10.10.19,급여명세서 양식 만들어줘,2025-10-21 09:18:00,허용,고객지원팀,박상우,메신져,ChatGPT,CHATGPT_SEND,10.10.10.19,64009,104.18.32.47,443,user10@company.com,chatgpt:room010,0,,,0,메신저,,user10@company.com,1.21,dlp_server_policy,신규,default(10.168.71.6)
2025-10-21 09:20:00,ChatGPT,user1@company.com,10.10.1.10,사내 발표 자료 디자인 좀 개선해줘,2025-10-21 09:20:00,허용,경영지원팀,홍길동,메신져,ChatGPT,CHATGPT_SEND,10.10.1.10,64010,104.18.32.47,443,user1@company.com,chatgpt:room001,0,,,0,메신저,,user1@company.com,1.12,dlp_server_policy,신규,default(10.168.71.6)
